"firstID","secondID","HomePlanet","HomePlanetEarth","HomePlanetEuropa","HomePlanetMars","CryoSleep","CryoSleepFalse","CryoSleepTrue","deck","deckA","deckB","deckC","deckD","deckE","deckF","deckG","deckT","num","sideP","sideS","sideTrashCompactor","Destination","Destination55.Cancri.e","DestinationPSO.J318.5.22","DestinationTRAPPIST.1e","Age","VIP","VIPFalse","VIPTrue","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","firstnamelength","lastnamelength","hadRSFALSE","hadRSTRUE","hadFCFALSE","hadFCTRUE","hadSPAFALSE","hadSPATRUE","hadMALLFALSE","hadMALLTRUE","hadVRFALSE","hadVRTRUE","is_homeless.False","is_homeless.True","Transported"
4533,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,149,1,0,0,0,0,0,1,37,0,1,0,0,0,0,0,0,4,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4534,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,851,0,1,0,0,1,0,0,30,0,1,0,60,41,553,1,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4535,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,934,1,0,0,0,0,0,1,20,0,1,0,631,93,0,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4535,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,742,1,0,0,0,0,0,1,20,0,1,0,25,0,796,44,44,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4537,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,852,0,1,0,0,0,0,1,24,0,1,0,0,591,0,0,1560,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4538,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,935,1,0,0,0,0,0,1,44,0,1,0,0,121,0,748,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4539,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,740,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4539,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,740,0,1,0,0,0,0,1,15,0,1,0,0,0,0,0,0,4,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4542,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,150,1,0,0,0,0,0,1,19,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4542,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,150,1,0,0,0,1,0,0,20,0,1,0,0,0,0,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4543,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,936,1,0,0,0,0,1,0,20,0,0,1,14,0,59,1777,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4544,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,743,1,0,0,0,0,0,1,34,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4546,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,744,1,0,0,0,0,1,0,17,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4547,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,297,0,1,0,0,0,0,1,20,0,1,0,0,25,0,0,803,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4549,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,298,0,1,0,0,0,0,1,42,0,1,0,0,1,0,17,1601,5,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4550,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,853,0,1,0,0,0,0,1,28,0,1,0,0,180,516,0,0,6,6,1,0,1,0,0,1,1,0,0,1,1,0,"True"
4552,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,937,1,0,0,0,0,0,1,43,0,1,0,375,103,1990,36,0,5,4,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4553,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,143,1,0,0,0,0,1,0,55,0,0,1,0,102,0,278,5353,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4555,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,743,0,1,0,0,0,0,1,21,0,1,0,29,27,47,694,11,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4557,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,286,1,0,0,0,0,0,1,17,0,1,0,0,656,295,0,35,4,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4558,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,167,0,1,0,0,1,0,0,54,0,1,0,0,559,0,15238,2799,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4559,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,854,0,1,0,0,0,0,1,25,0,1,0,0,205,0,0,549,5,10,0,1,1,0,1,0,0,1,1,0,1,0,"True"
4560,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,744,0,1,0,0,0,0,1,28.8279304674654,0,1,0,0,57,851,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4561,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,168,0,1,0,0,1,0,0,45,0,1,0,0,496,0,1940,4195,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4562,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,180,0,1,0,0,0,0,1,31,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4563,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,169,0,1,0,0,1,0,0,19,0,1,0,0,0,0,0,0,7,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4564,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,745,1,0,0,0,0,0,1,30,0,1,0,0,43,0,0,6,4,7,0,1,1,0,1,0,1,0,1,0,1,0,"False"
4565,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,746,1,0,0,0,0,0,1,24,0,1,0,191,497,0,0,16,6,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4567,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,939,1,0,0,0,0,0,1,28.8279304674654,0,1,0,0,20,38,359,516,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4568,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,940,1,0,0,0,0,0,1,42,0,1,0,4102,0,36,0,1825,4,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4569,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,151,1,0,0,0,1,0,0,29,0,1,0,0,0,0,0,0,7,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4569,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,151,1,0,0,0,1,0,0,37,0,1,0,0,2235,7,4098,89,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4570,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,170,0,1,0,0,0,0,1,64,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,"True"
4571,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,745,0,1,0,0,0,0,1,24,0,1,0,0,0,0,0,0,5,10,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4572,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,746,0,1,0,0,1,0,0,23,0,1,0,42,0,0,765,2,4,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4573,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,856,0,1,0,0,0,0,1,22,0,1,0,686,45,16,7,4,6,10,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4574,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,857,0,1,0,0,0,0,1,23,0,1,0,176,493,169,0,1023,4,3,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4575,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,941,1,0,0,0,0,0,1,21,0,1,0,3,65,253,475,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4576,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,942,1,0,0,0,0,0,1,37,0,1,0,661,876,0,3,13,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4577,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,858,0,1,0,0,0,0,1,17,0,1,0,250,0,2179,0,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4580,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,860,0,1,0,0,0,0,1,35,0,1,0,0,0,0,0,0,6,4,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4581,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,181,0,1,0,0,0,0,1,33,0,1,0,0,4592,0,209,954,6,10,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4581,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,181,0,1,0,0,1,0,0,37,0,1,0,0,2337,0,204,76,7,10,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4585,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,182,0,1,0,0,1,0,0,32,0,1,0,0,154,0,5492,1924,5,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4586,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,943,1,0,0,0,1,0,0,31,0,1,0,22,0,0,1,524,5,5,1,0,1,0,1,0,0,1,1,0,1,0,"False"
4587,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,42,1,0,0,0,0,0,1,28.8279304674654,0,1,0,0,4020,0,1635,4899,7,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4591,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,287,1,0,0,0,1,0,0,34,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4592,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,862,0,1,0,0,0,0,1,9,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4592,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,862,0,1,0,0,0,0,1,25,0,1,0,0,0,0,0,0,3,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4592,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,862,0,1,0,1,0,0,0,29,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4592,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,862,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4593,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,750,0,1,0,0,0,0,1,30,0,1,0,1,797,0,10,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4594,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,144,1,0,0,0,0,0,1,64,0,1,0,77,2424,0,3001,127,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4594,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,144,1,0,0,0,0,0,1,31,0,1,0,0,6670,217,625,20336,7,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4594,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,144,1,0,0,0,0,0,1,27,0,1,0,267,2802,0,54,77,7,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4594,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,144,1,0,0,0,0,0,1,28.8279304674654,0,1,0,0,4516,0,6167,5308,5,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4595,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,145,1,0,0,0,0,0,1,25,0,1,0,0,0,0,0,0,7,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4596,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,751,0,1,0,0,0,0,1,28,0,1,0,0,0,0,0,0,3,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4597,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,748,1,0,0,0,0,0,1,32,0,1,0,0,0,0,0,0,4,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4602,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,945,1,0,0,0,1,0,0,36,0,1,0,0,0,0,725,2,5,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4603,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,171,0,1,0,0,1,0,0,26,0,1,0,0,3593,47,19,229,7,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4603,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,171,0,1,0,0,0,0,1,36,0,1,0,1,5234,343,277,12682,5,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4604,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,753,0,1,0,0,0,0,1,37,0,1,0,374,1327,10,81,0,6,11,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4605,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,750,1,0,0,0,0,0,1,45,0,1,0,0,0,0,774,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4606,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,172,0,1,0,0,0,0,1,22,0,1,0,165,36,0,3044,556,5,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4606,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,172,0,1,0,0,1,0,0,24,0,1,0,25,3291,0,6075,179,7,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4607,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,751,1,0,0,0,0,1,0,23,0,1,0,0,138,4,412,220,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4608,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,864,0,1,0,0,1,0,0,31,0,1,0,2,20,1,1026,2,5,10,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4609,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,173,0,1,0,0,0,0,1,37,0,1,0,1,477,0,0,7087,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4610,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,752,1,0,0,0,0,0,1,28,0,1,0,5,0,0,1014,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4611,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,754,0,1,0,0,0,0,1,23,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4612,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,755,0,1,0,0,1,0,0,14,0,1,0,0,166,603,1,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4613,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,152,1,0,0,0,0,0,1,40,0,1,0,0,0,0,0,0,7,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4615,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,865,0,1,0,0,0,0,1,42,0,1,0,36,0,2554,0,9,4,3,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4617,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,866,0,1,0,0,0,0,1,53,0,1,0,19,81,85,768,489,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4620,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,757,0,1,0,0,0,0,1,46,0,1,0,0,0,0,0,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4621,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,289,1,0,0,0,0,0,1,28,0,1,0,0,79,2003,0,0,4,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4622,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,753,1,0,0,0,1,0,0,25,0,1,0,0,0,0,0,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4623,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,146,1,0,0,0,0,1,0,34,0,0,1,0,0,21,7,16,6,10,1,0,0,1,1,0,1,0,1,0,1,0,"True"
4624,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,868,0,1,0,0,0,0,1,58,0,1,0,1246,0,66,36,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4625,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,183,0,1,0,0,0,0,1,31,0,1,0,0,2520,1,1,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4625,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,183,0,1,0,0,1,0,0,24,0,1,0,0,0,0,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4625,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,52,0,1,0,0,3275,111,51,18,6,8,1,0,1,0,1,0,1,0,1,0,0,1,"True"
4625,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,183,0,1,0,0,1,0,0,25,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4625,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,183,0,1,0,0,0,0,1,17,0,1,0,0,0,0,0,0,7,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4625,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,183,0,1,0,0,0,0,1,27,0,1,0,0,453,137,1331,1660,5,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4625,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,183,0,1,0,0,1,0,0,29,0,1,0,0,0,0,0,0,7,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4628,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,175,0,1,0,0,0,0,1,45,0,1,0,0,7484,465,14,610,7,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4630,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,870,0,1,0,0,0,1,0,28,0,1,0,0,18,0,0,674,4,10,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4631,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,147,1,0,0,0,1,0,0,25,0,1,0,0,0,0,0,0,7,6,1,0,1,0,1,0,0,1,1,0,1,0,"True"
4632,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,176,0,1,0,0,0,0,1,57,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4632,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,176,0,1,0,0,0,0,1,68,0,1,0,0,0,0,0,0,7,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4632,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,176,0,1,0,0,1,0,0,26,0,1,0,0,431,28,10941,26,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4632,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,176,0,1,0,0,0,0,1,52,0,1,0,2,364,0,2144,1804,7,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4632,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,176,0,1,0,1,0,0,0,36,0,1,0,0,551,0,5270,22,7,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4633,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,754,1,0,0,0,0,1,0,41,0,1,0,454,297,0,2,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4634,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,299,0,1,0,0,0,0,1,14,0,1,0,514,0,392,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4635,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,755,1,0,0,0,0,1,0,16,0,1,0,0,0,0,0,0,6,11,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4637,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,24,0,1,0,672,0,501,0,0,4,4,1,0,1,0,1,0,1,0,0,1,0,1,"False"
4638,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,153,1,0,0,0,0,0,1,62,0,0,1,0,1633,0,1742,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4640,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,760,0,1,0,0,1,0,0,26,0,1,0,595,84,0,0,131,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4641,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,871,0,1,0,0,0,0,1,45,0,1,0,65,63,3,713,27,5,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4642,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,178,0,1,0,0,0,0,1,41,0,1,0,0,412,0,4030,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4643,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,947,1,0,0,0,0,0,1,36,0,1,0,0,724,0,0,0,6,7,0,1,1,0,1,0,1,0,1,0,1,0,"True"
4644,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,872,0,1,0,0,1,0,0,13,0,1,0,8,1385,1445,250,8,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4645,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,184,0,1,0,0,0,0,1,48,0,1,0,0,9633,0,1,2,4,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4645,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,184,0,1,0,0,0,0,1,28.8279304674654,0,1,0,0,0,0,0,0,5,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4646,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,873,0,1,0,0,0,1,0,22,0,1,0,141,16,0,177,336,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4648,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,874,0,1,0,0,0,0,1,39,0,1,0,290,0,84,266,0,6,11,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4649,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,290,1,0,0,0,0,0,1,45,0,1,0,1399,226,0,0,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4650,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,762,0,1,0,0,0,0,1,42,0,1,0,84,323,0,1251,120,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4651,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,179,0,1,0,0,0,0,1,33,0,1,0,0,7039,0,902,405,7,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4652,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,27,0,1,0,0,89,874,34,0,3,6,1,0,1,0,1,0,1,0,1,0,0,1,"True"
4653,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,302,0,1,0,1,0,0,0,47,0,1,0,0,370,0,380,38,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4654,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,291,1,0,0,0,0,0,1,20,0,1,0,0,0,0,0,0,7,10,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4655,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,154,1,0,0,0,1,0,0,32,0,1,0,0,0,0,0,0,7,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4655,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,154,1,0,0,0,0,0,1,54,0,1,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4656,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,875,0,1,0,0,0,0,1,23,0,1,0,0,1125,0,0,993,6,10,1,0,1,0,0,1,1,0,1,0,1,0,"False"
4656,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,763,0,1,0,0,0,0,1,9,0,1,0,0,0,0,0,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4657,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,756,1,0,0,0,0,0,1,17,0,1,0,372,0,477,0,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4658,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,147,0,1,0,0,0,0,1,26,0,1,0,0,823,0,1821,1508,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4658,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,147,0,1,0,0,0,0,1,38,0,1,0,0,93,0,0,7303,7,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4659,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,876,0,1,0,0,0,0,1,24,0,1,0,703,0,0,0,0,4,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4661,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,948,1,0,0,1,0,0,0,30,0,1,0,77,2325,5,117,1,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4661,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,757,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4661,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,757,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,4,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
4661,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,757,1,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4661,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,948,1,0,0,0,0,0,1,30,0,1,0,0,0,3,3434,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4661,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,757,1,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,5,7,1,0,1,0,0,1,1,0,1,0,1,0,"False"
4661,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,757,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
4662,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,148,1,0,0,0,0,0,1,32,0,1,0,45,985,0,0,6803,4,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
